"student","social","gender","take_exam","Fi","CBi","Vi","MApi","PApi","total_time","total_activity","qp_time","wa_time","qp_activity","wa_activity","total_time_be","total_activity_be","pretest","posttest","exam_norm","lgain_pp","lgain_pe"
"user0276","individual","female","yes",0.5,0.4,0.6,0.56,0.67,1806,237,999,807,25,212,1806,237,0.18,0.82,1,0.780487804878049,1
"user0277","individual","female","yes",0.5,0.25,0.67,0.44,0.17,1013,249,617,396,22,227,0,0,0.09,0.18,0.76,0.0989010989010989,0.736263736263736
"user0278","individual","female","yes",0.67,0.4,0.67,0.72,0.61,504,87,266,238,9,78,504,87,0,0.45,0.92,0.45,0.92
"user0279","individual","male","yes",0.58,0.3,0.67,0.72,0.67,400,29,282,118,10,19,400,29,0.27,0.55,0.96,0.383561643835616,0.945205479452055
"user0280","individual","male","yes",0.58,0.5,0.8,0.72,0.56,2161,285,628,1533,15,270,2161,285,0,NA,0.45,NA,0.45
"user0281","individual","female","yes",0.75,0.3,0.73,0.94,0.61,9755,311,5135,4620,57,254,9318,301,0.18,0.64,0.94,0.560975609756098,0.926829268292683
"user0282","individual","male","yes",0.42,0.5,0.6,0.56,0.67,10905,1011,8811,2094,197,814,0,0,0.18,0.55,0.69,0.451219512195122,0.621951219512195
"user0283","individual","male","yes",0.33,0.25,0.6,0.83,0.83,0,0,0,0,0,0,0,0,0.09,0.45,0.85,0.395604395604396,0.835164835164835
"user0284","individual","male","yes",0.58,0,0.67,0.89,0.83,0,0,0,0,0,0,0,0,0,0.45,0.96,0.45,0.96
"user0285","individual","male","yes",0.58,0.2,0.6,0.78,0.83,727,108,554,173,26,82,727,108,0.18,0.45,0.89,0.329268292682927,0.865853658536585
"user0286","individual","male","yes",0.67,0.75,0.73,0.89,0.89,0,0,0,0,0,0,0,0,0.55,NA,0.86,NA,0.688888888888889
"user0287","individual","male","yes",0.75,0.15,0.87,0.67,0.44,0,0,0,0,0,0,0,0,0.09,NA,0.7,NA,0.67032967032967
"user0288","individual","male","no",0.5,0.45,0.67,0.67,0.44,0,0,0,0,0,0,0,0,0.09,NA,-1,NA,NA
"user0289","individual","female","yes",0.5,0.45,0.67,0.33,0.5,1257,100,1039,218,38,62,1257,100,0.27,NA,0.9,NA,0.863013698630137
"user0290","individual","male","yes",0.58,0.6,0.73,0.56,0.72,893,189,544,349,19,170,893,189,0.27,NA,0.91,NA,0.876712328767123
"user0291","individual","female","no",0.58,0.25,0.67,0.83,0.89,0,0,0,0,0,0,0,0,0,NA,-1,NA,NA
"user0292","individual","male","yes",0.67,0.7,1,0.83,0,52,2,52,0,2,0,52,2,0.73,NA,0.87,NA,0.518518518518518
"user0293","individual","male","yes",0.5,0.5,0.53,0.78,0.67,0,0,0,0,0,0,0,0,0,0.64,0.93,0.64,0.93
"user0294","individual","female","yes",0.67,0.7,0.73,1,0.67,1035,106,876,159,18,88,1035,106,0.09,NA,0.57,NA,0.527472527472527
"user0295","individual","male","no",0.58,0.85,1,0.61,0.67,1813,277,1395,418,59,218,458,106,0.73,NA,-1,NA,NA
"user0296","individual","male","no",0.58,0.4,0.6,0.61,0.5,0,0,0,0,0,0,0,0,0.18,NA,-1,NA,NA
"user0297","individual","male","no",0.25,0.65,0.67,0.61,0.72,0,0,0,0,0,0,0,0,0.27,NA,-1,NA,NA
"user0298","individual","male","yes",0.33,0.4,0.4,0.83,0.5,3028,214,2874,154,108,106,1627,140,0,0.27,0.86,0.27,0.86
"user0299","individual","male","yes",0.58,0.8,0.6,0.61,0.67,2450,331,1922,528,52,279,0,0,0.27,0.91,0.97,0.876712328767123,0.958904109589041
"user0300","individual","male","yes",0.67,0.8,0.67,0.72,0.83,749,113,431,318,15,98,749,113,0.73,0.73,0.79,0,0.222222222222222
"user0301","individual","male","yes",0.33,0.5,0.6,0.78,0.5,0,0,0,0,0,0,0,0,0.18,0.45,0.67,0.329268292682927,0.597560975609756
"user0302","individual","female","yes",0.58,0.55,0.53,0.61,0.5,615,106,458,157,15,91,391,31,0.09,0.55,0.94,0.505494505494506,0.934065934065934
"user0303","individual","male","no",0,0.1,0.53,0.11,0.17,0,0,0,0,0,0,0,0,0,NA,-1,NA,NA
"user0304","individual","male","yes",0.58,0.45,0.67,0.67,0.56,957,105,606,351,13,92,0,0,0.36,0.73,0.97,0.578125,0.953125
"user0305","individual","male","yes",0.33,0.75,0.6,0.78,0.83,6535,634,5544,991,134,500,0,0,0.55,0.91,0.92,0.8,0.822222222222222
"user0306","individual","male","no",0.58,0.5,0.8,0.61,0.72,0,0,0,0,0,0,0,0,0.27,NA,-1,NA,NA
"user0307","individual","male","yes",0.58,0.9,0.67,0.89,0.67,0,0,0,0,0,0,0,0,0.73,NA,0.8,NA,0.259259259259259
"user0308","individual","male","yes",0.5,0.6,0.47,0.67,0.5,0,0,0,0,0,0,0,0,0.18,0.73,0.83,0.670731707317073,0.792682926829268
"user0309","individual","female","yes",0.58,0.55,0.4,0.78,0.44,67,22,0,67,0,22,0,0,0.09,0.36,0.82,0.296703296703297,0.802197802197802
"user0310","individual","female","yes",0.5,0.45,0.6,0.5,0.33,2549,361,1896,653,62,299,0,0,0.18,0.64,0.81,0.560975609756098,0.768292682926829
"user0311","individual","male","yes",0.58,0.5,0.73,0.72,0.56,0,0,0,0,0,0,0,0,0.18,0.73,0.93,0.670731707317073,0.914634146341463
"user0312","individual","male","yes",0.33,0.5,0.6,0.5,0.5,0,0,0,0,0,0,0,0,0.09,0.82,0.66,0.802197802197802,0.626373626373626
"user0313","individual","male","no",0.67,0.85,0.8,0.94,0.83,1409,169,1038,371,31,138,1409,169,0.18,NA,-1,NA,NA
"user0314","individual","male","yes",0.58,0.3,0.6,0.78,0.67,355,72,0,355,0,72,355,72,0.18,0.36,0.88,0.219512195121951,0.853658536585366
"user0315","individual","male","yes",0.67,0.55,0.8,0.61,1,44,2,44,0,2,0,0,0,0.45,0.73,0.9,0.509090909090909,0.818181818181818
"user0316","individual","female","yes",0.5,0.4,0.93,0.61,0.83,6846,643,4916,1930,88,555,6846,643,0.27,0.73,0.89,0.63013698630137,0.849315068493151
"user0317","individual","male","no",0.67,0.5,0.67,0.5,0.5,0,0,0,0,0,0,0,0,0.45,NA,-1,NA,NA
"user0318","individual",NA,"yes",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.09,NA,0.78,NA,0.758241758241758
"user0319","individual","male","yes",0.83,0.5,0.6,0.78,0.83,0,0,0,0,0,0,0,0,0.09,0.27,0.43,0.197802197802198,0.373626373626374
"user0320","individual","female","yes",0.42,0.15,1,0.5,0.28,2175,139,1608,567,42,97,2175,139,0.18,1,0.98,1,0.975609756097561
"user0321","individual","male","yes",0.42,0.5,0,0.56,0.83,0,0,0,0,0,0,0,0,0.18,NA,0.73,NA,0.670731707317073
"user0322","individual","male","yes",0.67,0.45,0.87,0.83,0.78,4415,542,3388,1027,77,465,4415,542,0.09,0.82,0.94,0.802197802197802,0.934065934065934
"user0323","individual","male","yes",0.58,0.45,0.73,0.72,0.17,2750,60,2750,0,60,0,0,0,0.27,0.64,0.89,0.506849315068493,0.849315068493151
"user0324","individual","female","yes",0.58,0.5,0.73,0.72,0.39,503,14,495,8,13,1,503,14,0.18,0.55,0.95,0.451219512195122,0.939024390243902
"user0326","individual","male","yes",0.58,0.4,0.73,0.72,0.67,1287,36,1287,0,36,0,0,0,0.18,0.82,0.69,0.780487804878049,0.621951219512195
"user0327","individual","male","yes",0.42,0.6,0.8,0.67,0.67,25,1,25,0,1,0,0,0,0.64,NA,0.84,NA,0.555555555555555
"user0328","individual","male","yes",0.58,0.9,0.6,0.83,0.67,0,0,0,0,0,0,0,0,0.27,0.91,0.81,0.876712328767123,0.73972602739726
"user0329","individual","male","no",0.58,0.5,0.8,0.61,0.33,0,0,0,0,0,0,0,0,0.18,NA,-1,NA,NA
"user0330","individual","male","yes",0.58,0.5,0.87,0.5,0.5,0,0,0,0,0,0,0,0,0.18,NA,0.61,NA,0.524390243902439
"user0331","individual","male","no",0.67,0.3,0.93,1,0.89,0,0,0,0,0,0,0,0,0.36,NA,-1,NA,NA
"user0332","individual",NA,"no",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA
"user0333","individual","male","yes",0.5,0.4,0.87,0.56,0.72,652,59,540,112,17,42,495,57,0.45,0.45,0.94,0,0.890909090909091
"user0334","individual","male","yes",0.33,0.5,0.53,0.39,0.61,109,20,0,109,0,20,109,20,0.18,0,0.34,-0.219512195121951,0.195121951219512
"user0335","individual","male","yes",0.5,0.2,0.67,0.67,0.56,0,0,0,0,0,0,0,0,0.09,0.18,0.7,0.0989010989010989,0.67032967032967
"user0336","individual",NA,"no",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA
"user0337","individual",NA,"yes",NA,NA,NA,NA,NA,480,43,363,117,12,31,0,0,NA,0.55,0.88,NA,NA
"user0339","individual",NA,"no",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA
"user0340","social",NA,"yes",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0.84,NA,NA
"user0341","social",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA
"user0378","individual","male","yes",0.58,0.6,0.67,0.61,0.5,0,0,0,0,0,0,0,0,0.27,0.64,0.84,0.506849315068493,0.780821917808219
"user0379","individual","male","yes",0.75,0.9,1,0.89,0.83,699,106,417,282,9,97,699,106,0.45,1,0.98,1,0.963636363636364
"user0380","individual","male","yes",0.58,0.6,1,0.67,0.5,12330,838,7479,4851,123,715,623,105,0.18,0.91,0.95,0.890243902439024,0.939024390243902
"user0381","individual","male","yes",0.5,0.3,0.47,0.44,0.56,2484,330,1963,521,52,278,1479,249,0.18,NA,0.92,NA,0.902439024390244
"user0382","individual","male","yes",0.5,0.45,0.67,0.44,0.39,0,0,0,0,0,0,0,0,0.09,0.73,0.9,0.703296703296703,0.89010989010989
"user0383","individual","male","yes",0.67,0.6,0.6,0.78,0.83,745,99,325,420,12,87,745,99,0.18,0.45,0.45,0.329268292682927,0.329268292682927
"user0385","individual","female","yes",0.58,0.15,0.47,0.67,0.44,350,6,350,0,6,0,0,0,0.09,0.55,0.51,0.505494505494506,0.461538461538462
"user0386","individual","female","yes",0.58,0.2,0.8,0.78,0,0,0,0,0,0,0,0,0,0.09,NA,0.87,NA,0.857142857142857
"user0387","individual","male","yes",0.5,0.35,0.6,0.72,0.72,7385,639,5501,1884,110,529,7385,639,0.27,0.82,0.98,0.753424657534246,0.972602739726027
"user0388","individual","male","yes",0.5,0.65,0.6,0.5,0.5,0,0,0,0,0,0,0,0,0,0.73,0.95,0.73,0.95
"user0389","individual","male","yes",0.75,0.8,1,0.78,0.83,639,87,344,295,11,76,639,87,0.36,0.73,0.94,0.578125,0.90625
"user0390","individual","male","yes",1,0.8,1,0.89,0.72,1626,85,1470,156,25,60,1626,85,1,NA,0.9,NA,-Inf
"user0391","individual","male","no",0.58,0.5,0.67,0.61,0.67,0,0,0,0,0,0,0,0,0.09,NA,-1,NA,NA
"user0392","individual","male","yes",0.5,0.6,0.87,0.61,0.17,8398,809,4432,3966,104,705,0,0,0.55,0.55,0.98,0,0.955555555555555
"user0393","individual","male","no",0.58,0.6,0.8,0.83,0.72,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA
"user0394","individual","female","yes",0.5,0.4,0.67,0.67,0.78,2563,338,1641,922,55,283,2563,338,0.18,0.64,0.91,0.560975609756098,0.890243902439024
"user0395","individual","male","yes",0.67,0.65,0.87,0.78,0.17,1448,243,997,451,35,208,798,104,0.27,NA,0.91,NA,0.876712328767123
"user0396","individual","male","yes",0.67,0.5,0.73,0.67,0.5,3699,409,2189,1510,78,331,3699,409,0.18,0.82,0.93,0.780487804878049,0.914634146341463
"user0397","individual","female","yes",0.25,0.55,0.6,0.67,0.61,2471,140,2285,186,52,88,2298,136,0.18,0.82,0.81,0.780487804878049,0.768292682926829
"user0398","individual","male","yes",0.58,0.4,0.67,0.72,0.56,26,2,0,26,0,2,26,2,0.09,0.27,0.82,0.197802197802198,0.802197802197802
"user0399","individual","male","yes",0.5,0.7,0.53,0.94,0.33,0,0,0,0,0,0,0,0,0.18,0.36,0.85,0.219512195121951,0.817073170731707
"user0400","individual","male","yes",0.42,0.75,1,0.89,0.78,527,74,414,113,19,55,527,74,0.18,0.82,0.64,0.780487804878049,0.560975609756098
"user0401","individual","male","yes",0.33,0.3,0.6,0.72,0.78,1006,119,831,175,29,90,0,0,0.09,0.64,0.81,0.604395604395604,0.791208791208791
"user0402","individual","male","yes",0.83,0.95,1,0.78,0.83,1154,229,819,335,27,202,0,0,0.18,0.45,0.94,0.329268292682927,0.926829268292683
"user0403","individual","female","yes",0.58,0.4,0.67,0.67,0.39,3173,501,1829,1344,61,440,3173,501,0.18,0.73,0.91,0.670731707317073,0.890243902439024
"user0404","individual","male","yes",0.5,0.4,0.67,0.67,0.83,18,3,18,0,3,0,18,3,0.09,0.73,0.89,0.703296703296703,0.879120879120879
"user0405","individual","male","yes",0.5,0.8,0.93,0.78,0,0,0,0,0,0,0,0,0,0.45,NA,0.66,NA,0.381818181818182
"user0406","individual","male","yes",0.58,0.35,0.67,0.89,1,556,140,425,131,67,73,556,140,0.73,0.91,0.76,0.666666666666667,0.111111111111111
"user0407","individual","male","yes",0.83,0.55,0.8,0.72,0.72,0,0,0,0,0,0,0,0,0.45,NA,0.92,NA,0.854545454545454
"user0408","individual","male","yes",0.67,0.5,0.67,0.56,0.5,1533,261,1124,409,54,207,0,0,0.09,0.91,0.92,0.901098901098901,0.912087912087912
"user0409","individual","male","yes",0.67,0.25,0.53,0.83,0.72,28,1,28,0,1,0,0,0,0.18,0.36,0.87,0.219512195121951,0.841463414634146
"user0410","individual","male","yes",0.67,0.85,0.67,0.83,0.89,0,0,0,0,0,0,0,0,0.55,NA,0.89,NA,0.755555555555556
"user0411","individual","male","yes",0.5,0.5,0.67,0.5,0.33,224,26,158,66,6,20,224,26,0.09,0.64,0.97,0.604395604395604,0.967032967032967
"user0412","individual","male","yes",0.5,0.95,0.73,0.94,0.67,0,0,0,0,0,0,0,0,0.36,NA,0.86,NA,0.78125
"user0413","individual","male","no",0.67,0.45,1,1,1,3039,563,2064,975,47,516,123,6,0.09,NA,-1,NA,NA
"user0414","individual","male","no",0.83,0.5,0.87,0.89,0,0,0,0,0,0,0,0,0,0.27,NA,-1,NA,NA
"user0415","individual","male","yes",0.58,0.35,0.73,0.67,0.61,8759,731,4474,4285,116,615,8637,729,0.09,0,0.98,-0.0989010989010989,0.978021978021978
"user0416","individual","male","yes",0.33,0.2,0.6,0.61,0.56,3220,287,2229,991,70,217,2120,176,0.18,NA,0.83,NA,0.792682926829268
"user0417","individual","female","yes",0.67,0.9,0.6,1,0.39,3074,416,1202,1872,21,395,3074,416,0.18,0.91,0.89,0.890243902439024,0.865853658536585
"user0418","individual","male","yes",0.42,0.5,0.6,0.67,0.5,0,0,0,0,0,0,0,0,0.36,0.36,0.7,0,0.53125
"user0419","individual","male","yes",0.5,0.5,0.87,0.72,0.67,0,0,0,0,0,0,0,0,0.27,0.36,0.85,0.123287671232877,0.794520547945205
"user0420","individual","female","yes",0.5,0.85,0.67,0.94,1,6326,562,4881,1445,94,468,3665,454,0.18,0.82,0.94,0.780487804878049,0.926829268292683
"user0421","individual","male","yes",0.5,0.3,0.67,0.5,0.44,0,0,0,0,0,0,0,0,0,0.45,0.87,0.45,0.87
"user0422","individual",NA,"yes",NA,NA,NA,NA,NA,3,1,0,3,0,1,0,0,0.91,0.64,0.84,-3,-0.777777777777779
"user0423","individual","female","yes",0.83,0.85,0.73,0.72,0.56,240,14,219,21,6,8,240,14,0.36,0.64,0.94,0.4375,0.90625
"user0424","individual","male","yes",0.5,0.75,0.8,0.5,0,0,0,0,0,0,0,0,0,0.73,0.09,0.95,-2.37037037037037,0.814814814814815
"user0426","individual","male","yes",0.33,0.35,0.53,0.78,0.44,398,86,280,118,11,75,398,86,0.18,0.91,0.49,0.890243902439024,0.378048780487805
"user0427","individual","female","yes",0.67,0.3,1,0.94,0.89,0,0,0,0,0,0,0,0,0.09,NA,0.76,NA,0.736263736263736
"user0428","individual","female","yes",0.5,0.4,0.53,0.78,0.56,0,0,0,0,0,0,0,0,0,0.55,0.8,0.55,0.8
"user0429","individual","female","yes",0.67,0.05,0.53,0.67,0.33,0,0,0,0,0,0,0,0,0.18,0.73,0.85,0.670731707317073,0.817073170731707
"user0430","individual","male","yes",0.5,0.45,0.67,0.5,0,0,0,0,0,0,0,0,0,0.09,NA,0.85,NA,0.835164835164835
"user0431","individual","female","yes",0.5,0.55,1,0.61,0.5,0,0,0,0,0,0,0,0,0.09,0.45,0.99,0.395604395604396,0.989010989010989
"user0432","individual","male","no",0.58,0.65,0.73,0.83,0.94,1002,87,494,508,30,57,1002,87,0.18,NA,-1,NA,NA
"user0433","individual","male","no",0.42,0.25,0.33,0.5,0.5,0,0,0,0,0,0,0,0,0,NA,-1,NA,NA
"user0434","individual","male","yes",0.58,0.1,0.8,0.5,0.61,1171,242,824,347,24,218,384,10,0.55,0.55,0.82,0,0.6
"user0435","individual","female","yes",0.5,0.4,0.53,0.61,0.5,7002,635,5182,1820,86,549,0,0,0.09,1,0.9,1,0.89010989010989
"user0436","individual","male","yes",0.33,0.3,0.47,0.28,0.17,6236,746,4527,1709,91,655,0,0,0.36,0.82,0.82,0.71875,0.71875
"user0437","individual","male","yes",1,1,1,1,0,2,1,0,2,0,1,2,1,0.36,0.91,0.86,0.859375,0.78125
"user0438","individual","male","yes",0.58,0.55,0.6,0.67,0.83,300,1,300,0,1,0,0,0,0.09,0.18,0.64,0.0989010989010989,0.604395604395604
"user0439","individual",NA,"yes",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0.8,NA,NA
"user0440","individual","male","yes",0.58,0.25,0.67,0.72,0.72,0,0,0,0,0,0,0,0,0.18,0.27,0.58,0.109756097560976,0.48780487804878
"user0441","individual","male","yes",0.5,0.1,0.67,0.78,0.67,530,86,404,126,12,74,530,86,0.45,1,0.73,1,0.509090909090909
"user0442","individual","male","yes",0.58,0.75,0.6,0.67,0.17,9159,206,8683,476,170,36,9159,206,0.64,0.73,0.91,0.25,0.75
"user0443","individual","male","yes",0.5,0.15,0.8,0.78,0.67,4410,249,3477,933,109,140,0,0,0.18,0.55,0.82,0.451219512195122,0.780487804878049
"user0444","individual","male","no",0.58,0.5,0.6,0.67,0.78,0,0,0,0,0,0,0,0,0.27,NA,-1,NA,NA
"user0445","individual","male","yes",0.58,0.4,0.6,0.89,0,9203,1048,7326,1877,279,769,0,0,0.18,0.91,0.64,0.890243902439024,0.560975609756098
"user0446","individual","male","yes",0.58,0.55,0.73,0.94,0.33,0,0,0,0,0,0,0,0,0.18,0.36,0.95,0.219512195121951,0.939024390243902
"user0447","individual","male","no",0.67,0.55,0.87,0.83,0.67,0,0,0,0,0,0,0,0,0.27,NA,-1,NA,NA
"user0448","individual","female","yes",0,0.3,0.4,0.56,0.28,14186,826,10562,3624,154,672,0,0,0,0.64,0.72,0.64,0.72
"user0449","individual","male","no",0.67,0.45,0.93,0.89,0.5,0,0,0,0,0,0,0,0,0.09,NA,-1,NA,NA
"user0450","individual","male","yes",0.17,0.45,0.33,0.44,0.39,3727,238,3048,679,72,166,491,119,0.09,0.18,0.77,0.0989010989010989,0.747252747252747
"user0451","individual","male","yes",0.25,0.1,0.6,0.33,0.28,3331,104,3295,36,92,12,254,10,0.09,0.45,0.72,0.395604395604396,0.692307692307692
"user0452","individual","male","yes",0.67,0.5,0.53,0.67,0.39,2035,51,433,1602,5,46,2035,51,0.09,0.82,0.76,0.802197802197802,0.736263736263736
"user0453","individual","male","yes",0.5,0.15,0.53,0.67,0.72,0,0,0,0,0,0,0,0,0.09,0.82,0.98,0.802197802197802,0.978021978021978
"user0454","individual","male","yes",0.33,0.25,0.53,0.44,0.72,0,0,0,0,0,0,0,0,0.09,0.27,0.37,0.197802197802198,0.307692307692308
"user0455","individual","male","no",0.67,0,1,0.61,0,1205,111,1030,175,23,88,1205,111,0,NA,-1,NA,NA
"user0456","individual","male","no",0.42,0.35,0.67,0.5,0.11,0,0,0,0,0,0,0,0,0,NA,-1,NA,NA
"user0457","individual","male","yes",0.5,0.5,0.53,0.67,0.67,0,0,0,0,0,0,0,0,0.27,0.91,0.97,0.876712328767123,0.958904109589041
"user0458","individual","male","no",0.58,0.8,0.8,0.83,0.33,0,0,0,0,0,0,0,0,0.45,NA,-1,NA,NA
"user0459","individual","male","no",0.42,0.25,0.73,0.33,0.22,0,0,0,0,0,0,0,0,0.09,NA,-1,NA,NA
"user0460","individual","male","yes",0.5,0.2,0.67,0.72,0.67,0,0,0,0,0,0,0,0,0.09,NA,0.9,NA,0.89010989010989
"user0461","individual",NA,"yes",NA,NA,NA,NA,NA,5000,652,3550,1450,91,561,5000,652,0.82,0.82,0.88,0,0.333333333333334
"user0462","individual",NA,"yes",NA,NA,NA,NA,NA,14749,760,8617,6132,132,628,0,0,NA,0.82,0.6,NA,NA
"user0463","individual",NA,"yes",NA,NA,NA,NA,NA,2834,346,2304,530,72,274,0,0,NA,1,0.97,NA,NA
"user0465","social",NA,"no",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA
"user0503","social","male","no",0.83,1,0.93,0.94,1,0,0,0,0,0,0,0,0,0.36,NA,-1,NA,NA
"user0504","social","female","yes",0.33,0.5,0.87,0.39,0,1737,109,1476,261,33,76,1737,109,0.18,0.64,0.59,0.560975609756098,0.5
"user0505","social","male","yes",0.58,0.5,0.8,0.44,0.67,0,0,0,0,0,0,0,0,0.09,0.45,0.58,0.395604395604396,0.538461538461538
"user0506","social","male","yes",0.67,0.45,0.67,0.72,0.72,0,0,0,0,0,0,0,0,0.73,NA,0.78,NA,0.185185185185185
"user0507","social","female","yes",0.58,0.45,0.6,0.72,0,0,0,0,0,0,0,0,0,0.09,NA,0.28,NA,0.208791208791209
"user0508","social",NA,"yes",NA,NA,NA,NA,NA,74,3,74,0,3,0,74,3,0.09,0.09,0.76,0,0.736263736263736
"user0509","social","female","yes",0.58,0.3,0.6,0.78,0.17,3909,194,3539,370,53,141,165,4,0.09,0.82,0.6,0.802197802197802,0.56043956043956
"user0510","social","female","yes",0.75,0.65,0.93,0.94,0.44,1525,110,1309,216,24,86,0,0,0.18,NA,0.9,NA,0.878048780487805
"user0511","social","female","yes",0.75,0.1,0.6,0.78,0.72,2912,97,2689,223,50,47,0,0,0.18,0.82,0.85,0.780487804878049,0.817073170731707
"user0512","social","female","yes",0.5,0.25,0.6,0.67,0.67,7718,643,5784,1934,124,519,7074,627,0,0.73,0.96,0.73,0.96
"user0513","social","male","yes",0.83,0.55,0.8,0.89,1,0,0,0,0,0,0,0,0,0,0.73,0.5,0.73,0.5
"user0514","social","male","yes",0.67,0.55,0.4,0.5,0.61,0,0,0,0,0,0,0,0,0.27,NA,0.8,NA,0.726027397260274
"user0515","social","male","yes",0.75,0.75,0.87,1,0.72,3396,268,1911,1485,37,231,1979,215,NA,1,0.91,NA,NA
"user0516","social","male","yes",1,0.8,1,0.94,0.67,962,208,576,386,25,183,962,208,0.18,0.82,0.88,0.780487804878049,0.853658536585366
"user0517","social","male","yes",0.17,0.55,0.47,0.83,0.83,5741,771,4001,1740,105,666,0,0,0.18,0.64,0.89,0.560975609756098,0.865853658536585
"user0518","social","female","yes",0.83,0.9,0.93,0.83,0.67,8379,677,4875,3504,162,515,8379,677,0.45,0.91,0.93,0.836363636363636,0.872727272727273
"user0519","social","male","no",0.67,0.55,1,0.83,0.89,0,0,0,0,0,0,0,0,0.18,NA,-1,NA,NA
"user0520","social","male","yes",0.67,0.8,1,0.94,0.72,8781,560,6329,2452,94,466,8781,560,0.36,0.82,0.95,0.71875,0.921875
"user0521","social","female","yes",0.67,0.55,0.8,0.78,0.67,13652,718,5834,7818,152,566,13304,691,0.55,0.91,0.98,0.8,0.955555555555555
"user0522","social","male","yes",0.58,0.5,0.6,0.72,0.39,954,113,752,202,22,91,954,113,0.18,0.55,0.92,0.451219512195122,0.902439024390244
"user0523","social","male","yes",0.75,0.75,0.73,0.72,0.56,0,0,0,0,0,0,0,0,0.45,0.73,0.96,0.509090909090909,0.927272727272727
"user0524","social","male","yes",0.58,0.65,0.73,0.72,0.67,1056,105,711,345,29,76,1056,105,0.18,NA,0.61,NA,0.524390243902439
"user0525","social","male","yes",0.67,0.45,0.73,0.67,0.67,1004,239,619,385,21,218,1004,239,0.73,0.91,0.94,0.666666666666667,0.777777777777778
"user0526","social","male","yes",0.33,0.6,0.27,0.28,0.5,0,0,0,0,0,0,0,0,0.09,0.64,0.32,0.604395604395604,0.252747252747253
"user0527","social","female","yes",0.42,0.25,0.6,0.67,0.17,3157,252,2044,1113,26,226,3157,252,0.18,0.36,0.93,0.219512195121951,0.914634146341463
"user0528","social","male","yes",0.5,0.25,0.67,0.61,0.61,0,0,0,0,0,0,0,0,0,0.73,0.54,0.73,0.54
"user0529","social","male","yes",0.58,0.35,0.6,0.72,0.39,0,0,0,0,0,0,0,0,0.09,0,0.69,-0.0989010989010989,0.659340659340659
"user0530","social","female","yes",0.5,0.4,0.8,0.44,0.5,1946,168,1473,473,36,132,0,0,0,NA,0.75,NA,0.75
"user0531","social","male","yes",0.58,0.4,0.8,0.5,0.5,662,48,484,178,17,31,0,0,0.09,0.27,0.83,0.197802197802198,0.813186813186813
"user0532","social","male","yes",0.33,0.25,0.47,0.5,0.44,0,0,0,0,0,0,0,0,0.18,0.18,0.56,0,0.463414634146341
"user0533","social","female","yes",0.58,0.5,0.6,0.72,0.61,10562,586,6987,3575,150,436,0,0,0.09,NA,0.82,NA,0.802197802197802
"user0534","social","female","yes",0.58,0,0.87,0.83,0.44,10054,706,7233,2821,219,487,9942,701,0.09,0.73,0.87,0.703296703296703,0.857142857142857
"user0535","social",NA,"yes",NA,NA,NA,NA,NA,3773,198,2516,1257,30,168,0,0,NA,0.45,0.7,NA,NA
"user0536","social","male","yes",0.58,0.15,0.67,0.72,0.5,0,0,0,0,0,0,0,0,0,NA,0.56,NA,0.56
"user0537","social","male","yes",0.42,0.1,0.87,0.56,0.83,0,0,0,0,0,0,0,0,0.09,NA,0.91,NA,0.901098901098901
"user0538","social","male","yes",0.67,0.7,1,0.5,0.5,410,12,410,0,12,0,0,0,0.36,0.09,0.52,-0.421875,0.25
"user0539","social","male","yes",0.58,0.6,0.67,0.67,0.67,1848,290,1273,575,43,247,0,0,0.27,0.82,1,0.753424657534246,1
"user0540","social","male","yes",0.75,0.7,1,0.67,0.67,2110,74,1893,217,34,40,2110,74,0,0.91,0.9,0.91,0.9
"user0541","social","male","yes",0.25,0.5,0.67,0.39,0.56,0,0,0,0,0,0,0,0,0.18,0.73,0.78,0.670731707317073,0.731707317073171
"user0542","social","female","yes",0.67,0.65,0.87,0.83,0.83,978,23,978,0,23,0,978,23,0.27,0.82,0.89,0.753424657534246,0.849315068493151
"user0543","social","male","yes",0.33,0.25,0.33,0.5,0.5,0,0,0,0,0,0,0,0,0.09,0.27,0.59,0.197802197802198,0.549450549450549
"user0544","social","male","yes",0.58,0.3,0.67,0.83,0.78,0,0,0,0,0,0,0,0,0.09,0.18,0.44,0.0989010989010989,0.384615384615385
"user0545","social",NA,"no",NA,NA,NA,NA,NA,91,2,91,0,2,0,91,2,0.55,NA,-1,NA,NA
"user0546","social","male","yes",0.75,0.7,0.87,0.83,0.94,1226,165,931,295,28,137,1226,165,0.55,NA,0.83,NA,0.622222222222222
